,ano,senioridade,contrato,cargo,salario,moeda,usd,residencia,remoto,empresa,tamanho_empresa,residencia_iso3
4913,2025,senior,integral,Data Engineer,131735,USD,131735,US,presencial,US,media,USA
4914,2025,senior,integral,Data Engineer,111890,USD,111890,US,presencial,US,media,USA
4915,2025,pleno,integral,Data Engineer,130800,USD,130800,US,presencial,US,media,USA
4916,2025,pleno,integral,Data Engineer,87200,USD,87200,US,presencial,US,media,USA
4917,2025,senior,integral,Data Engineer,150700,USD,150700,US,remoto,US,media,USA
4918,2025,senior,integral,Data Engineer,75300,USD,75300,US,remoto,US,media,USA
4919,2025,senior,integral,Software Engineer,287500,USD,287500,US,presencial,US,media,USA
4920,2025,senior,integral,Software Engineer,148000,USD,148000,US,presencial,US,media,USA
4921,2025,senior,integral,Analytics Engineer,175800,USD,175800,US,presencial,US,media,USA
4922,2025,senior,integral,Analytics Engineer,117200,USD,117200,US,presencial,US,media,USA
4923,2025,senior,integral,Data Scientist,171000,USD,171000,US,presencial,US,media,USA
4924,2025,senior,integral,Data Scientist,95000,USD,95000,US,presencial,US,media,USA
4925,2025,pleno,integral,Data Scientist,120000,USD,120000,US,remoto,US,media,USA
4926,2025,pleno,integral,Data Scientist,100000,USD,100000,US,remoto,US,media,USA
4927,2025,pleno,integral,Consultant,137700,USD,137700,US,remoto,US,media,USA
4928,2025,pleno,integral,Consultant,72000,USD,72000,US,remoto,US,media,USA
4929,2025,senior,integral,Machine Learning Engineer,145000,USD,145000,US,presencial,US,media,USA
4930,2025,senior,integral,Machine Learning Engineer,120000,USD,120000,US,presencial,US,media,USA
4931,2025,junior,integral,Data Analyst,141000,USD,141000,US,presencial,US,media,USA
4932,2025,junior,integral,Data Analyst,61900,USD,61900,US,presencial,US,media,USA
4933,2025,senior,integral,Engineer,149550,USD,149550,US,presencial,US,media,USA
4934,2025,senior,integral,Engineer,105800,USD,105800,US,presencial,US,media,USA
4935,2025,senior,integral,Research Scientist,228800,USD,228800,CA,remoto,CA,media,CAN
4936,2025,senior,integral,Research Scientist,166400,USD,166400,CA,remoto,CA,media,CAN
4937,2025,pleno,integral,Product Owner,150000,USD,150000,US,presencial,US,media,USA
4938,2025,pleno,integral,Product Owner,100100,USD,100100,US,presencial,US,media,USA
4939,2025,pleno,integral,Research Scientist,45500,GBP,57594,GB,presencial,GB,media,GBR
4940,2025,pleno,integral,Research Scientist,45500,GBP,57594,GB,presencial,GB,media,GBR
4941,2025,senior,integral,Engineer,264500,USD,264500,US,presencial,US,media,USA
4942,2025,senior,integral,Engineer,136000,USD,136000,US,presencial,US,media,USA
4943,2025,senior,integral,Software Engineer,287500,USD,287500,US,presencial,US,media,USA
4944,2025,senior,integral,Software Engineer,148000,USD,148000,US,presencial,US,media,USA
4945,2025,pleno,integral,Manager,136800,USD,136800,CA,presencial,CA,media,CAN
4946,2025,pleno,integral,Manager,91200,USD,91200,CA,presencial,CA,media,CAN
4947,2025,senior,integral,Engineer,270250,USD,270250,US,presencial,US,media,USA
4948,2025,senior,integral,Engineer,144000,USD,144000,US,presencial,US,media,USA
4949,2025,junior,integral,Analyst,74400,USD,74400,CA,presencial,CA,media,CAN
4950,2025,junior,integral,Analyst,45700,USD,45700,CA,presencial,CA,media,CAN
4951,2025,senior,integral,Engineer,198000,USD,198000,US,presencial,US,media,USA
4952,2025,senior,integral,Engineer,86800,USD,86800,US,presencial,US,media,USA
4953,2025,junior,integral,Analyst,141000,USD,141000,US,presencial,US,media,USA
4954,2025,junior,integral,Analyst,62000,USD,62000,US,presencial,US,media,USA
4955,2025,pleno,integral,System Engineer,141000,USD,141000,US,presencial,US,media,USA
4956,2025,pleno,integral,System Engineer,61900,USD,61900,US,presencial,US,media,USA
4957,2025,pleno,integral,Full Stack Developer,198000,USD,198000,US,presencial,US,media,USA
4958,2025,pleno,integral,Full Stack Developer,86800,USD,86800,US,presencial,US,media,USA
4959,2025,senior,integral,Product Manager,233000,USD,233000,US,presencial,US,media,USA
4960,2025,senior,integral,Product Manager,144000,USD,144000,US,presencial,US,media,USA
4961,2025,junior,integral,Analyst,74400,USD,74400,CA,presencial,CA,media,CAN
4962,2025,junior,integral,Analyst,45700,USD,45700,CA,presencial,CA,media,CAN
4963,2025,senior,integral,AI Engineer,242500,USD,242500,US,remoto,US,media,USA
4964,2025,senior,integral,AI Engineer,200000,USD,200000,US,remoto,US,media,USA
4965,2025,senior,integral,AI Engineer,230000,USD,230000,US,remoto,US,media,USA
4966,2025,senior,integral,AI Engineer,180000,USD,180000,US,remoto,US,media,USA
4967,2025,senior,integral,AI Engineer,242500,USD,242500,US,remoto,US,media,USA
4968,2025,senior,integral,AI Engineer,200000,USD,200000,US,remoto,US,media,USA
4969,2025,senior,integral,AI Engineer,230000,USD,230000,US,remoto,US,media,USA
4970,2025,senior,integral,AI Engineer,180000,USD,180000,US,remoto,US,media,USA
4971,2025,senior,integral,Data Specialist,275000,USD,275000,US,presencial,US,media,USA
4972,2025,senior,integral,Data Specialist,150000,USD,150000,US,presencial,US,media,USA
4973,2025,senior,integral,Backend Engineer,237000,USD,237000,CA,remoto,CA,media,CAN
4974,2025,senior,integral,Backend Engineer,188000,USD,188000,CA,remoto,CA,media,CAN
4975,2025,pleno,integral,Applied Scientist,223400,USD,223400,US,presencial,US,grande,USA
4976,2025,pleno,integral,Applied Scientist,136000,USD,136000,US,presencial,US,grande,USA
4977,2025,senior,integral,Business Intelligence Engineer,202800,USD,202800,US,presencial,US,grande,USA
4978,2025,senior,integral,Business Intelligence Engineer,117300,USD,117300,US,presencial,US,grande,USA
4979,2025,senior,integral,Data Management,295000,USD,295000,US,presencial,US,media,USA
4980,2025,senior,integral,Data Management,265000,USD,265000,US,presencial,US,media,USA
4981,2025,pleno,integral,Data Analyst,219600,USD,219600,US,remoto,US,media,USA
4982,2025,pleno,integral,Data Analyst,146400,USD,146400,US,remoto,US,media,USA
4983,2025,senior,integral,Data Analyst,110000,USD,110000,US,presencial,US,media,USA
4984,2025,senior,integral,Data Analyst,90000,USD,90000,US,presencial,US,media,USA
4985,2025,senior,integral,Data Analyst,110000,USD,110000,US,presencial,US,media,USA
4986,2025,senior,integral,Data Analyst,90000,USD,90000,US,presencial,US,media,USA
4987,2025,senior,integral,Data Analyst,110000,USD,110000,US,presencial,US,media,USA
4988,2025,senior,integral,Data Analyst,90000,USD,90000,US,presencial,US,media,USA
4989,2025,senior,integral,Data Analyst,221600,USD,221600,US,remoto,US,media,USA
4990,2025,senior,integral,Data Analyst,138500,USD,138500,US,remoto,US,media,USA
4991,2025,senior,integral,Software Engineer,250800,USD,250800,US,presencial,US,media,USA
4992,2025,senior,integral,Software Engineer,167200,USD,167200,US,presencial,US,media,USA
4993,2025,pleno,integral,Machine Learning Engineer,223600,USD,223600,US,presencial,US,grande,USA
4994,2025,pleno,integral,Machine Learning Engineer,129300,USD,129300,US,presencial,US,grande,USA
4995,2025,senior,integral,Engineer,276100,USD,276100,US,presencial,US,media,USA
4996,2025,senior,integral,Engineer,172000,USD,172000,US,presencial,US,media,USA
4997,2025,pleno,integral,Analytics Engineer,68000,EUR,71578,NL,presencial,NL,media,NLD
4998,2025,pleno,integral,Analytics Engineer,50000,EUR,52631,NL,presencial,NL,media,NLD
4999,2025,senior,integral,Data Engineer,180000,USD,180000,US,presencial,US,media,USA
5000,2025,senior,integral,Data Engineer,140000,USD,140000,US,presencial,US,media,USA
5001,2025,pleno,integral,Data Engineer,127000,USD,127000,US,remoto,US,media,USA
5002,2025,pleno,integral,Data Engineer,108000,USD,108000,US,remoto,US,media,USA
5003,2025,pleno,integral,Data Engineer,55000,GBP,69620,GB,presencial,GB,media,GBR
5004,2025,pleno,integral,Data Engineer,47790,GBP,60493,GB,presencial,GB,media,GBR
5005,2025,senior,integral,Product Manager,275000,USD,275000,US,remoto,US,media,USA
5006,2025,senior,integral,Product Manager,211000,USD,211000,US,remoto,US,media,USA
5007,2025,senior,integral,Product Manager,275000,USD,275000,US,remoto,US,media,USA
5008,2025,senior,integral,Product Manager,211000,USD,211000,US,remoto,US,media,USA
5009,2025,senior,integral,Product Manager,300000,USD,300000,US,remoto,US,media,USA
5010,2025,senior,integral,Product Manager,250000,USD,250000,US,remoto,US,media,USA
5011,2025,senior,integral,Product Manager,280000,USD,280000,US,remoto,US,media,USA
5012,2025,senior,integral,Product Manager,230000,USD,230000,US,remoto,US,media,USA
5013,2025,senior,integral,Product Manager,275000,USD,275000,US,remoto,US,media,USA
5014,2025,senior,integral,Product Manager,211000,USD,211000,US,remoto,US,media,USA
5015,2025,pleno,integral,Software Engineer,170000,USD,170000,US,presencial,US,media,USA
5016,2025,pleno,integral,Software Engineer,120000,USD,120000,US,presencial,US,media,USA
5017,2025,senior,integral,Data Scientist,125000,USD,125000,US,remoto,US,media,USA
5018,2025,senior,integral,Data Scientist,105000,USD,105000,US,remoto,US,media,USA
5019,2025,pleno,integral,Engineer,114888,USD,114888,US,remoto,US,media,USA
5020,2025,pleno,integral,Engineer,91112,USD,91112,US,remoto,US,media,USA
5021,2025,senior,integral,Researcher,334500,USD,334500,US,presencial,US,media,USA
5022,2025,senior,integral,Researcher,182900,USD,182900,US,presencial,US,media,USA
5023,2025,senior,integral,Engineer,155000,USD,155000,US,presencial,US,media,USA
5024,2025,senior,integral,Engineer,120000,USD,120000,US,presencial,US,media,USA
5025,2025,pleno,integral,Engineer,213000,USD,213000,US,presencial,US,media,USA
5026,2025,pleno,integral,Engineer,142000,USD,142000,US,presencial,US,media,USA
5027,2025,senior,integral,Product Designer,235200,USD,235200,US,presencial,US,media,USA
5028,2025,senior,integral,Product Designer,147000,USD,147000,US,presencial,US,media,USA
5029,2025,senior,integral,Product Designer,235200,USD,235200,US,presencial,US,media,USA
5030,2025,senior,integral,Product Designer,147000,USD,147000,US,presencial,US,media,USA
5031,2025,senior,integral,Engineer,269200,USD,269200,US,presencial,US,media,USA
5032,2025,senior,integral,Engineer,179400,USD,179400,US,presencial,US,media,USA
5033,2025,senior,integral,Engineer,204500,USD,204500,US,remoto,US,media,USA
5034,2025,senior,integral,Engineer,136400,USD,136400,US,remoto,US,media,USA
5035,2025,senior,integral,Software Engineer,216700,USD,216700,US,presencial,US,media,USA
5036,2025,senior,integral,Software Engineer,190486,USD,190486,US,presencial,US,media,USA
5037,2025,senior,integral,Software Engineer,172800,USD,172800,US,presencial,US,media,USA
5038,2025,senior,integral,Software Engineer,137259,USD,137259,US,presencial,US,media,USA
5039,2025,pleno,integral,Research Scientist,460000,USD,460000,US,presencial,US,media,USA
5040,2025,pleno,integral,Research Scientist,310000,USD,310000,US,presencial,US,media,USA
5041,2025,senior,integral,Developer,334600,USD,334600,US,presencial,US,media,USA
5042,2025,senior,integral,Developer,200800,USD,200800,US,presencial,US,media,USA
5043,2025,pleno,integral,Research Scientist,350000,USD,350000,US,presencial,US,media,USA
5044,2025,pleno,integral,Research Scientist,150000,USD,150000,US,presencial,US,media,USA
5045,2025,junior,integral,AI Content Writer,30000,USD,30000,ID,remoto,US,grande,IDN
5046,2025,pleno,integral,Manager,202500,USD,202500,US,presencial,US,media,USA
5047,2025,pleno,integral,Manager,106500,USD,106500,US,presencial,US,media,USA
5048,2025,senior,integral,Data Analyst,155168,USD,155168,US,remoto,US,media,USA
5049,2025,senior,integral,Data Analyst,88251,USD,88251,US,remoto,US,media,USA
5050,2025,executivo,integral,Director,275000,USD,275000,US,presencial,US,media,USA
5051,2025,executivo,integral,Director,230000,USD,230000,US,presencial,US,media,USA
5052,2025,pleno,integral,Software Engineer,490000,USD,490000,US,presencial,US,media,USA
5053,2025,pleno,integral,Software Engineer,325000,USD,325000,US,presencial,US,media,USA
5054,2025,pleno,integral,Data Quality Engineer,155000,USD,155000,US,remoto,US,media,USA
5055,2025,pleno,integral,Data Quality Engineer,108000,USD,108000,US,remoto,US,media,USA
5056,2025,pleno,integral,Researcher,267000,USD,267000,US,presencial,US,media,USA
5057,2025,pleno,integral,Researcher,195000,USD,195000,US,presencial,US,media,USA
5058,2025,pleno,parcial,Data Manager,155100,USD,155100,US,presencial,US,media,USA
5059,2025,pleno,parcial,Data Manager,73800,USD,73800,US,presencial,US,media,USA
5060,2025,senior,integral,Engineer,155000,USD,155000,US,remoto,US,media,USA
5061,2025,senior,integral,Engineer,125000,USD,125000,US,remoto,US,media,USA
5062,2025,senior,integral,Data Scientist,268333,USD,268333,US,presencial,US,media,USA
5063,2025,senior,integral,Data Scientist,223661,USD,223661,US,presencial,US,media,USA
5064,2025,pleno,integral,Research Scientist,200000,USD,200000,US,presencial,US,media,USA
5065,2025,pleno,integral,Research Scientist,160000,USD,160000,US,presencial,US,media,USA
5066,2025,senior,integral,Manager,273000,USD,273000,US,presencial,US,media,USA
5067,2025,senior,integral,Manager,172000,USD,172000,US,presencial,US,media,USA
5068,2025,pleno,integral,Software Engineer,280000,USD,280000,US,presencial,US,media,USA
5069,2025,pleno,integral,Software Engineer,200000,USD,200000,US,presencial,US,media,USA
5070,2025,pleno,integral,Machine Learning Engineer,223600,USD,223600,US,presencial,US,grande,USA
5071,2025,pleno,integral,Machine Learning Engineer,129300,USD,129300,US,presencial,US,grande,USA
5072,2025,senior,integral,Machine Learning Engineer,261500,USD,261500,US,presencial,US,grande,USA
5073,2025,senior,integral,Machine Learning Engineer,151300,USD,151300,US,presencial,US,grande,USA
5074,2025,pleno,integral,Machine Learning Engineer,223600,USD,223600,US,presencial,US,grande,USA
5075,2025,pleno,integral,Machine Learning Engineer,129300,USD,129300,US,presencial,US,grande,USA
5076,2025,senior,integral,Software Engineer,250000,USD,250000,US,presencial,US,media,USA
5077,2025,senior,integral,Software Engineer,200000,USD,200000,US,presencial,US,media,USA
5078,2025,junior,integral,Data & Analytics Analyst,55000,USD,55000,PE,presencial,PE,grande,PER
5079,2025,pleno,integral,Software Engineer,180000,USD,180000,US,presencial,US,media,USA
5080,2025,pleno,integral,Software Engineer,141000,USD,141000,US,presencial,US,media,USA
5081,2025,senior,integral,Software Engineer,211000,USD,211000,US,presencial,US,media,USA
5082,2025,senior,integral,Software Engineer,165000,USD,165000,US,presencial,US,media,USA
5083,2025,senior,integral,Data Analyst,125000,CAD,89285,CA,presencial,CA,media,CAN
5084,2025,senior,integral,Data Analyst,100000,CAD,71428,CA,presencial,CA,media,CAN
5085,2025,pleno,integral,Data Analyst,120000,USD,120000,US,presencial,US,media,USA
5086,2025,pleno,integral,Data Analyst,95000,USD,95000,US,presencial,US,media,USA
5087,2025,senior,integral,Data Analyst,216000,USD,216000,US,presencial,US,media,USA
5088,2025,senior,integral,Data Analyst,135000,USD,135000,US,presencial,US,media,USA
5089,2025,senior,integral,Cloud Engineer,155216,USD,155216,CA,presencial,CA,media,CAN
5090,2025,senior,integral,Cloud Engineer,113683,USD,113683,CA,presencial,CA,media,CAN
5091,2025,senior,integral,Data Analysis,144000,USD,144000,US,presencial,US,media,USA
5092,2025,senior,integral,Data Analysis,88000,USD,88000,US,presencial,US,media,USA
5093,2025,pleno,integral,Data Specialist,68000,USD,68000,US,remoto,US,media,USA
5094,2025,pleno,integral,Data Specialist,54000,USD,54000,US,remoto,US,media,USA
5095,2025,senior,integral,AI Engineer,340000,USD,340000,US,presencial,US,media,USA
5096,2025,senior,integral,AI Engineer,272000,USD,272000,US,presencial,US,media,USA
5097,2025,senior,integral,AI Engineer,300000,USD,300000,US,presencial,US,media,USA
5098,2025,senior,integral,AI Engineer,234000,USD,234000,US,presencial,US,media,USA
5099,2025,senior,integral,Data Architect,230000,USD,230000,US,presencial,US,media,USA
5100,2025,senior,integral,Data Architect,180000,USD,180000,US,presencial,US,media,USA
5101,2025,senior,integral,Machine Learning Engineer,210000,USD,210000,US,remoto,US,media,USA
5102,2025,senior,integral,Machine Learning Engineer,180000,USD,180000,US,remoto,US,media,USA
5103,2025,senior,integral,Machine Learning Engineer,200000,USD,200000,US,remoto,US,media,USA
5104,2025,senior,integral,Machine Learning Engineer,162795,USD,162795,US,remoto,US,media,USA
5105,2025,pleno,integral,Machine Learning Engineer,241500,USD,241500,US,presencial,US,media,USA
5106,2025,pleno,integral,Machine Learning Engineer,150450,USD,150450,US,presencial,US,media,USA
5107,2025,senior,integral,Machine Learning Engineer,250000,USD,250000,US,presencial,US,media,USA
5108,2025,senior,integral,Machine Learning Engineer,200000,USD,200000,US,presencial,US,media,USA
5109,2025,senior,integral,Machine Learning Engineer,220000,USD,220000,US,presencial,US,media,USA
5110,2025,senior,integral,Machine Learning Engineer,170000,USD,170000,US,presencial,US,media,USA
5111,2025,junior,integral,Analyst,245175,USD,245175,US,presencial,US,media,USA
5112,2025,junior,integral,Analyst,88500,USD,88500,US,presencial,US,media,USA
5113,2025,senior,integral,Data Modeler,146000,USD,146000,US,presencial,US,media,USA
5114,2025,senior,integral,Data Modeler,95072,USD,95072,US,presencial,US,media,USA
5115,2025,executivo,integral,Director of Product Management,270000,USD,270000,US,presencial,US,media,USA
5116,2025,executivo,integral,Director of Product Management,235000,USD,235000,US,presencial,US,media,USA
5117,2025,senior,integral,Architect,230600,USD,230600,US,presencial,US,media,USA
5118,2025,senior,integral,Architect,107300,USD,107300,US,presencial,US,media,USA
5119,2025,senior,integral,Developer,164700,USD,164700,US,presencial,US,media,USA
5120,2025,senior,integral,Developer,90300,USD,90300,US,presencial,US,media,USA
5121,2025,pleno,integral,Data Governance,236000,USD,236000,US,presencial,US,media,USA
5122,2025,pleno,integral,Data Governance,158000,USD,158000,US,presencial,US,media,USA
5123,2025,senior,integral,Software Engineer,405000,USD,405000,US,remoto,US,media,USA
5124,2025,senior,integral,Software Engineer,255000,USD,255000,US,remoto,US,media,USA
5125,2025,pleno,integral,Engineer,245175,USD,245175,US,presencial,US,media,USA
5126,2025,pleno,integral,Engineer,88500,USD,88500,US,presencial,US,media,USA
5127,2025,pleno,integral,Analyst,80000,USD,80000,US,remoto,US,media,USA
5128,2025,pleno,integral,Analyst,66230,USD,66230,US,remoto,US,media,USA
5129,2025,senior,integral,Data Engineer,200000,USD,200000,US,presencial,US,media,USA
5130,2025,senior,integral,Data Engineer,160000,USD,160000,US,presencial,US,media,USA
5131,2025,senior,integral,Data Engineer,148000,USD,148000,US,presencial,US,media,USA
5132,2025,senior,integral,Data Engineer,100431,USD,100431,US,presencial,US,media,USA
5133,2025,pleno,integral,Data Engineer,166000,USD,166000,US,presencial,US,media,USA
5134,2025,pleno,integral,Data Engineer,104000,USD,104000,US,presencial,US,media,USA
5135,2025,senior,integral,Manager,230000,USD,230000,US,presencial,US,media,USA
5136,2025,senior,integral,Manager,121000,USD,121000,US,presencial,US,media,USA
5137,2025,senior,integral,Manager,230000,USD,230000,US,presencial,US,media,USA
5138,2025,senior,integral,Manager,121000,USD,121000,US,presencial,US,media,USA
5139,2025,senior,integral,Manager,230000,USD,230000,US,presencial,US,media,USA
5140,2025,senior,integral,Manager,121000,USD,121000,US,presencial,US,media,USA
5141,2025,senior,integral,Manager,230000,USD,230000,US,presencial,US,media,USA
5142,2025,senior,integral,Manager,121000,USD,121000,US,presencial,US,media,USA
5143,2025,senior,integral,Data Scientist,210000,USD,210000,US,remoto,US,media,USA
5144,2025,senior,integral,Data Scientist,179600,USD,179600,US,remoto,US,media,USA
5145,2025,pleno,integral,Data Scientist,167000,USD,167000,US,remoto,US,media,USA
5146,2025,pleno,integral,Data Scientist,150000,USD,150000,US,remoto,US,media,USA
5147,2025,senior,integral,Data Scientist,230000,USD,230000,US,presencial,US,media,USA
5148,2025,senior,integral,Data Scientist,170000,USD,170000,US,presencial,US,media,USA
5149,2025,senior,integral,Data Scientist,222850,USD,222850,US,presencial,US,media,USA
5150,2025,senior,integral,Data Scientist,117800,USD,117800,US,presencial,US,media,USA
5151,2025,senior,integral,Software Engineer,228000,USD,228000,US,presencial,US,media,USA
5152,2025,senior,integral,Software Engineer,152000,USD,152000,US,presencial,US,media,USA
5153,2025,pleno,integral,Manager,230000,USD,230000,US,presencial,US,media,USA
5154,2025,pleno,integral,Manager,170000,USD,170000,US,presencial,US,media,USA
5155,2025,senior,integral,Software Engineer,230000,USD,230000,US,presencial,US,media,USA
5156,2025,senior,integral,Software Engineer,155000,USD,155000,US,presencial,US,media,USA
5157,2025,pleno,integral,Manager,86000,USD,86000,US,presencial,US,media,USA
5158,2025,pleno,integral,Manager,66000,USD,66000,US,presencial,US,media,USA
5159,2025,pleno,integral,Business Intelligence Specialist,93000,USD,93000,CA,remoto,CA,media,CAN
5160,2025,pleno,integral,Business Intelligence Specialist,68370,USD,68370,CA,remoto,CA,media,CAN
5161,2025,senior,integral,Analyst,110000,USD,110000,US,presencial,US,media,USA
5162,2025,senior,integral,Analyst,101000,USD,101000,US,presencial,US,media,USA
5163,2025,senior,integral,Software Engineer,230000,USD,230000,US,presencial,US,media,USA
5164,2025,senior,integral,Software Engineer,184000,USD,184000,US,presencial,US,media,USA
5165,2025,senior,integral,Engineer,210000,USD,210000,US,presencial,US,media,USA
5166,2025,senior,integral,Engineer,175000,USD,175000,US,presencial,US,media,USA
5167,2025,pleno,integral,Software Engineer,222000,USD,222000,US,presencial,US,media,USA
5168,2025,pleno,integral,Software Engineer,148000,USD,148000,US,presencial,US,media,USA
5169,2025,senior,integral,Software Engineer,200000,USD,200000,US,presencial,US,media,USA
5170,2025,senior,integral,Software Engineer,160000,USD,160000,US,presencial,US,media,USA
5171,2025,pleno,integral,Researcher,175000,USD,175000,US,presencial,US,media,USA
5172,2025,pleno,integral,Researcher,120000,USD,120000,US,presencial,US,media,USA
5173,2025,senior,integral,Analyst,282000,USD,282000,US,presencial,US,media,USA
5174,2025,senior,integral,Analyst,176000,USD,176000,US,presencial,US,media,USA
5175,2025,senior,integral,Analyst,145000,USD,145000,US,presencial,US,media,USA
5176,2025,senior,integral,Analyst,120000,USD,120000,US,presencial,US,media,USA
5177,2025,senior,integral,Engineer,121024,USD,121024,CA,presencial,CA,media,CAN
5178,2025,senior,integral,Engineer,94782,USD,94782,CA,presencial,CA,media,CAN
5179,2025,senior,integral,Consultant,220000,USD,220000,US,presencial,US,media,USA
5180,2025,senior,integral,Consultant,160000,USD,160000,US,presencial,US,media,USA
5181,2025,senior,integral,Product Manager,290000,USD,290000,US,presencial,US,media,USA
5182,2025,senior,integral,Product Manager,250000,USD,250000,US,presencial,US,media,USA
5183,2025,senior,integral,Engineer,225000,USD,225000,US,presencial,US,media,USA
5184,2025,senior,integral,Engineer,145000,USD,145000,US,presencial,US,media,USA
5185,2025,pleno,integral,Software Engineer,405000,USD,405000,US,presencial,US,media,USA
5186,2025,pleno,integral,Software Engineer,255000,USD,255000,US,presencial,US,media,USA
5187,2025,pleno,integral,Full Stack Engineer,405000,USD,405000,US,presencial,US,media,USA
5188,2025,pleno,integral,Full Stack Engineer,255000,USD,255000,US,presencial,US,media,USA
5189,2025,pleno,integral,Software Engineer,405000,USD,405000,US,presencial,US,media,USA
5190,2025,pleno,integral,Software Engineer,255000,USD,255000,US,presencial,US,media,USA
5191,2025,senior,integral,Solution Architect,117600,EUR,123789,DE,presencial,DE,media,DEU
5192,2025,senior,integral,Solution Architect,78400,EUR,82526,DE,presencial,DE,media,DEU
5193,2025,pleno,integral,Engineer,290004,USD,290004,US,presencial,US,media,USA
5194,2025,pleno,integral,Engineer,49997,USD,49997,US,presencial,US,media,USA
5195,2025,pleno,integral,Engineer,290004,USD,290004,US,presencial,US,media,USA
5196,2025,pleno,integral,Engineer,49997,USD,49997,US,presencial,US,media,USA
5197,2025,senior,integral,Manager,217378,USD,217378,US,presencial,US,media,USA
5198,2025,senior,integral,Manager,158093,USD,158093,US,presencial,US,media,USA
5199,2025,pleno,integral,Manager,560000,USD,560000,US,presencial,US,media,USA
5200,2025,pleno,integral,Manager,425000,USD,425000,US,presencial,US,media,USA
5201,2025,senior,integral,Developer,174000,USD,174000,US,presencial,US,media,USA
5202,2025,senior,integral,Developer,116000,USD,116000,US,presencial,US,media,USA
5203,2025,pleno,integral,Developer,120000,CAD,85714,CA,presencial,CA,media,CAN
5204,2025,pleno,integral,Developer,96000,CAD,68571,CA,presencial,CA,media,CAN
5205,2025,senior,integral,Data Scientist,235400,USD,235400,US,presencial,US,media,USA
5206,2025,senior,integral,Data Scientist,223856,USD,223856,US,presencial,US,media,USA
5207,2025,pleno,integral,Data Scientist,235400,USD,235400,US,remoto,US,media,USA
5208,2025,pleno,integral,Data Scientist,221024,USD,221024,US,remoto,US,media,USA
5209,2025,pleno,integral,Data Scientist,158200,USD,158200,US,presencial,US,media,USA
5210,2025,pleno,integral,Data Scientist,69000,USD,69000,US,presencial,US,media,USA
5211,2025,pleno,integral,Data Scientist,158200,USD,158200,US,presencial,US,media,USA
5212,2025,pleno,integral,Data Scientist,69000,USD,69000,US,presencial,US,media,USA
5213,2025,senior,integral,Manager,231589,USD,231589,US,presencial,US,media,USA
5214,2025,senior,integral,Manager,159717,USD,159717,US,presencial,US,media,USA
5215,2025,senior,integral,Data Scientist,156000,USD,156000,US,presencial,US,media,USA
5216,2025,senior,integral,Data Scientist,74090,USD,74090,US,presencial,US,media,USA
5217,2025,senior,integral,Data Scientist,197400,USD,197400,US,presencial,US,media,USA
5218,2025,senior,integral,Data Scientist,144200,USD,144200,US,presencial,US,media,USA
5219,2025,senior,integral,Data Engineer,220700,USD,220700,US,presencial,US,media,USA
5220,2025,senior,integral,Data Engineer,175800,USD,175800,US,presencial,US,media,USA
5221,2025,senior,integral,Data Analyst,125000,USD,125000,US,presencial,US,media,USA
5222,2025,senior,integral,Data Analyst,50000,USD,50000,US,presencial,US,media,USA
5223,2025,senior,integral,Data Analyst,140000,USD,140000,US,presencial,US,media,USA
5224,2025,senior,integral,Data Analyst,93400,USD,93400,US,presencial,US,media,USA
5225,2025,senior,integral,Data Analytics Manager,175000,USD,175000,US,remoto,US,media,USA
5226,2025,senior,integral,Data Analytics Manager,94500,USD,94500,US,remoto,US,media,USA
5227,2025,junior,integral,Data Analyst,132700,USD,132700,US,presencial,US,media,USA
5228,2025,junior,integral,Data Analyst,92900,USD,92900,US,presencial,US,media,USA
5229,2025,senior,integral,Data Analyst,108643,USD,108643,CA,presencial,CA,media,CAN
5230,2025,senior,integral,Data Analyst,92346,USD,92346,CA,presencial,CA,media,CAN
5231,2025,pleno,integral,Data Analyst,68000,USD,68000,US,presencial,US,media,USA
5232,2025,pleno,integral,Data Analyst,52000,USD,52000,US,presencial,US,media,USA
5233,2025,pleno,integral,Applied Scientist,258000,USD,258000,US,presencial,US,media,USA
5234,2025,pleno,integral,Applied Scientist,100600,USD,100600,US,presencial,US,media,USA
5235,2025,junior,integral,Technical Specialist,40000,USD,40000,US,presencial,US,media,USA
5236,2025,junior,integral,Technical Specialist,40000,USD,40000,US,presencial,US,media,USA
5237,2025,senior,integral,Machine Learning Engineer,240800,USD,240800,US,presencial,US,media,USA
5238,2025,senior,integral,Machine Learning Engineer,211000,USD,211000,US,presencial,US,media,USA
5239,2025,junior,integral,Data Engineer,151800,USD,151800,US,presencial,US,media,USA
5240,2025,junior,integral,Data Engineer,120900,USD,120900,US,presencial,US,media,USA
5241,2025,senior,integral,Data Engineer,220700,USD,220700,US,presencial,US,media,USA
5242,2025,senior,integral,Data Engineer,193400,USD,193400,US,presencial,US,media,USA
5243,2025,senior,contrato,Data Engineer,180000,USD,180000,US,remoto,US,media,USA
5244,2025,senior,contrato,Data Engineer,160000,USD,160000,US,remoto,US,media,USA
5245,2025,senior,integral,Data Engineer,328500,USD,328500,US,presencial,US,media,USA
5246,2025,senior,integral,Data Engineer,239900,USD,239900,US,presencial,US,media,USA
5247,2025,pleno,integral,Data Engineer,101820,USD,101820,US,presencial,US,media,USA
5248,2025,pleno,integral,Data Engineer,74051,USD,74051,US,presencial,US,media,USA
